infinitive,predicted,target,class
odia,oOdu,odeiu,class__ansiar
media,meskiu,medeiu,class__ansiar
hemedia,hepas$u,hemedeiu,class__ansiar
sortea,sotreiu,sorteiu,class__ansiar
intermedia,intentatiu,intermedeiu,class__ansiar
insendia,insenteiu,insendeiu,class__ansiar
pleitea,poleitu,pleiteiu,class__ansiar
ansia,anisu,anseiu,class__ansiar
pasea,pareiu,paseiu,class__ansiar
soka,sOku,sOku,class__botar
heboka,hebupu,hebOku,class__botar
nota,menu,nOtu,class__botar
boia,bOuu,bOiu,class__botar
koloka,kopuku,kolOku,class__botar
oLa,ou,OLu,class__botar
korta,kontu,kOrtu,class__botar
akorda,akurtu,akOrdu,class__botar
kosa,kOsu,kOsu,class__botar
aumosa,emus$u,aumOsu,class__botar
gosta,gostu,gOstu,class__botar
volta,fumdu,vOltu,class__botar
joga,jogu,jOgu,class__botar
mostra,morsi,mOstru,class__botar
troka,trOku,trOku,class__botar
foka,fOku,fOku,class__botar
xora,hotu,xOru,class__botar
tosta,tostu,tOstu,class__botar
entorta,entretu,entOrtu,class__botar
hetorna,hentriu,hetOrnu,class__botar
bota,bOtu,bOtu,class__botar
torna,tOrnu,tOrnu,class__botar
informa,infEntu,infOrmu,class__botar
enkosta,enkondu,enkOstu,class__botar
toka,tOtu,tOku,class__botar
ora,Oru,Oru,class__botar
mora,mOru,mOru,class__botar
posta,postu,pOstu,class__botar
hekorta,hekOrtu,hekOrtu,class__botar
toma,tOnu,tOmu,class__botar
kobri,komdu,kubru,class__cobrir
tosi,tosu,tusu,class__cobrir
engoli,enkulu,engulu,class__cobrir
deskobri,deskOttu,deskubru,class__cobrir
enkobri,enkondu,enkubru,class__cobrir
hekobri,hepOktu,hekubru,class__cobrir
sorti,surtu,surtu,class__cobrir
dize,dizu,digu,class__dizer
hedize,hes$,hedigu,class__dizer
desdize,destr$u,desdigu,class__dizer
entredize,entretezu,entredigu,class__dizer
interdize,intertezu,interdigu,class__dizer
kondize,kontreju,kondigu,class__dizer
kontradize,kontravasu,kontradigu,class__dizer
despraze,desprezu,desprasu,class__fazer
faze,fasu,fasu,class__fazer
adijaze,adisfi,adijasu,class__fazer
putrefaze,p$rmizfisu,putrefasu,class__fazer
benfaze,pesfasu,benfasu,class__fazer
perfaze,perfasu,perfasu,class__fazer
satisfaze,adafesfu,satisfasu,class__fazer
insatisfaze,istassefasu,insatisfasu,class__fazer
likefaze,a$iva$,likefasu,class__fazer
transfaze,trassassu,transfasu,class__fazer
kontrafaze,kontrafazu,kontrafasu,class__fazer
tohefaze,soho,tohefasu,class__fazer
harefaze,hesassu,harefasu,class__fazer
esfaze,esfasu,esfasu,class__fazer
maufaze,$anfiju,maufasu,class__fazer
kre,k$ru,kreiu,class__ler
tresle,treseju,treleiu,class__ler
le,$li,leiu,class__ler
hele,he$eu,heleiu,class__ler
deskre,destru,deskreiu,class__ler
desmenti,desmentu,desmintu,class__mentir
konsenti,kons$ntu,konsintu,class__mentir
senti,sentu,sintu,class__mentir
presenti,prenetu,presintu,class__mentir
menti,mentu,mintu,class__mentir
asenti,es$ntu,asintu,class__mentir
hesenti,hesentu,hesintu,class__mentir
persenti,penstruu,persintu,class__mentir
entreouvi,ento$suu,entreousu,class__none
reouvi,enfuxu,reousu,class__none
pari,paru,pairu,class__none
perde,perteNu,perku,class__none
hekere,hepEtu,hekEru,class__none
traze,trasu,tragu,class__none
desda,desdu,dEsdu,class__none
kabe,kabu,kaibu,class__none
da,deu,dou,class__none
ekivale,agilisu,ekivaLu,class__none
sabe,sadu,sei,class__none
idea,adiiu,ideiu,class__none
esta,estu,estou,class__none
prove,prevo,proveNu,class__none
sobresta,zosprEtu,sobrestou,class__none
kere,kreuu,kEru,class__none
entrekere,entreteru,entrekEru,class__none
pode,potu,pOsu,class__none
estrea,estreiu,estrEiu,class__none
ouvi,ouvu,ousu,class__none
dezimpedi,despintu,dezimpEsu,class__pedir
medi,mitu,mEsu,class__pedir
despedi,despitu,despEsu,class__pedir
impedi,$impu,impEsu,class__pedir
pedi,pOu,pEsu,class__pedir
espedi,esbitu,espEsu,class__pedir
desmedi,despinu,desmEsu,class__pedir
predispo,pren$gu,predispoNu,class__por
indispo,int$$du,indispoNu,class__por
dezapo,despinu,dezapoNu,class__por
kompo,kompu,kompoNu,class__por
po,poNu,poNu,class__por
kontrapo,kontretu,kontrapoNu,class__por
pospo,pospu,pospoNu,class__por
dispo,dispu,dispoNu,class__por
despo,despu,despoNu,class__por
transpo,tr$$tuu,transpoNu,class__por
espo,engu,espoNu,class__por
interpo,intendiNu,interpoNu,class__por
hedispo,heto$tu,hedispoNu,class__por
antepo,antenu,antepoNu,class__por
deskompo,despumpu,deskompoNu,class__por
justapo,subandu,justapoNu,class__por
trespo,tremku,trespoNu,class__por
dekompo,konpupu,dekompoNu,class__por
supo,sum,supoNu,class__por
presupo,pro$tuu,presupoNu,class__por
hekompo,hekompu,hekompoNu,class__por
entrepo,entrepu,entrepoNu,class__por
prosupo,propunu,prosupoNu,class__por
propo,propu,propoNu,class__por
depo,depu,depoNu,class__por
impo,memu,impoNu,class__por
superpo,soppintu,superpoNu,class__por
sofre,sossi,sofru,class__regular
disouve,des$uzu,disouvu,class__regular
kohiji,koxfi,kohiju,class__regular
envouve,envu,envouvu,class__regular
mexe,mexu,mexu,class__regular
kompraze,komprasu,komprazu,class__regular
presiza,presizu,presizu,class__regular
analiza,amajisu,analisu,class__regular
eriji,es$uu,eriju,class__regular
hompe,hompi,hompu,class__regular
konvida,konvidu,konvidu,class__regular
planta,purti,plantu,class__regular
levanta,lemad$u,levantu,class__regular
fala,xalu,falu,class__regular
anda,atu,andu,class__regular
kumpri,kombru,kumpru,class__regular
konjuga,konguju,konjugu,class__regular
xama,xanu,xamu,class__regular
murxa,mus$u,murxu,class__regular
eskreve,estreviju,eskrevu,class__regular
kontinua,kontenuu,kontinuu,class__regular
krese,kresu,kresu,class__regular
ezerse,esersu,ezersu,class__regular
liga,ligu,ligu,class__regular
brinka,brettu,brinku,class__regular
trabaLa,prantuu,trabaLu,class__regular
subimete,tumpiiti,subimetu,class__regular
hespeita,heperEtu,hespeitu,class__regular
vende,vendu,vendu,class__regular
sede,set,sedu,class__regular
agradese,adatrevi,agradesu,class__regular
koNese,konesu,koNesu,class__regular
voa,vu,vou,class__regular
nada,tanu,nadu,class__regular
para,paru,paru,class__regular
kome,komu,komu,class__regular
permiti,pertinu,permitu,class__regular
lava,lavu,lavu,class__regular
dese,desu,desu,class__regular
beija,beji,beiju,class__regular
kohe,koheu,kohu,class__regular
permanese,perenesu,permanesu,class__regular
uza,$uzu,uzu,class__regular
esklui,eskulu,eskluu,class__regular
kompreende,komprent,kompreendu,class__regular
dezisti,dis$t$u,dezistu,class__regular
aparese,apreasu,aparesu,class__regular
envia,enjuu,enviu,class__regular
kai,kaiu,kaiu,class__regular
imprimi,mimpru,imprimu,class__regular
imerji,imirju,imerju,class__regular
subimerji,subixes,subimerju,class__regular
benze,benzu,benzu,class__regular
gaNa,kaNu,gaNu,class__regular
aseita,aseitu,aseitu,class__regular
konfuji,konfuju,konfuju,class__regular
segura,sekudu,seguru,class__regular
suspende,sobensenu,suspendu,class__regular
junta,jumtu,juntu,class__regular
kohompe,kompe$u,kohompu,class__regular
atrai,atreiu,atraiu,class__regular
kultiva,kunviju,kultivu,class__regular
eskuta,eskutu,eskutu,class__regular
mata,manku,matu,class__regular
paga,pagu,pagu,class__regular
sai,siiu,saiu,class__regular
bate,bantu,batu,class__regular
eskoLe,eske$u,eskoLu,class__regular
asende,antesu,asendu,class__regular
esvai,esfauu,esvaiu,class__regular
destrui,destruu,destruu,class__regular
dormi,tuntu,durmu,class__regular
okohe,opoh,okohu,class__regular
diriji,disitu,diriju,class__regular
muda,mutu,mudu,class__regular
esprimi,ent$itu,esprimu,class__regular
farta,fartu,fartu,class__regular
trai,trai,traiu,class__regular
mingua,mit$$u,minguu,class__regular
desmobilia,teslimiduu,desmobiliu,class__regular
sohi,suxu,sohiu,class__regular
perverte,p$r$eztu,pervertu,class__regular
preklui,preibu,prekluu,class__regular
kontrai,kontraiu,kontraiu,class__regular
estingi,eskrigu,estingu,class__regular
desprekave,despregi,desprekavu,class__regular
televe,te$$xu,televu,class__regular
entupi,enkumu,entupu,class__regular
deskalsa,des$$sku,deskalsu,class__regular
gasta,garizu,gastu,class__regular
finda,findu,findu,class__regular
kuspi,kunfu,kuspu,class__regular
pretende,prenedu,pretendu,class__regular
deve,deveju,devu,class__regular
enkamiNa,akummaNu,enkamiNu,class__regular
atribui,atrekiuu,atribuu,class__regular
estuda,estugu,istudu,class__regular
sauva,sisixu,sauvu,class__regular
prende,prendu,prendu,class__regular
espulsa,$$sup$u,espulsu,class__regular
hevolve,hejivixu,hevolvu,class__regular
enxuga,enjugu,enxugu,class__regular
despoli,despulu,despolu,class__regular
eskapuli,esk$liu,eskapulu,class__regular
hetrai,hetraiu,hetraiu,class__regular
moe,mosu,mou,class__regular
abri,abiru,abru,class__regular
konklui,kon$ugu,konkluu,class__regular
atinji,an$$xu,atinju,class__regular
okulta,ko$xutu,okultu,class__regular
izenta,issinu,izentu,class__regular
limpa,limbu,limpu,class__regular
konvense,konfenvu,konvensu,class__regular
heda,hegu,hedu,class__regular
emerji,en$$$u,emerju,class__regular
transfuji,trissizu,transfuju,class__regular
mobilia,m$upEsu,mobiliu,class__regular
posui,pusu,posuu,class__regular
fuji,fuxu,fuju,class__regular
adiverti,ezid$r$u,adivertu,class__regular
desprove,desprevu,desprovu,class__regular
konsumi,konsupu,konsumu,class__regular
distrai,distraiu,distraiu,class__regular
akudi,akusu,akudu,class__regular
subi,subu,subu,class__regular
eleje,eleju,eleju,class__regular
influi,$$xilu,influu,class__regular
hemedi,hempiu,hemedu,class__regular
dezagua,desiguu,dezaguu,class__regular
inkohe,inkofu,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,haaliu,healisu,class__regular
desidi,dis$,desidu,class__regular
eskese,eskesu,eskesu,class__regular
imajina,amim$u,imajinu,class__regular
lembra,leppru,lembru,class__regular
aproveita,apresutu,aproveitu,class__regular
omiti,ompiru,omitu,class__regular
ensina,ensinu,ensinu,class__regular
marka,martu,marku,class__regular
kamiNa,panimu,kamiNu,class__regular
friji,sisu,friju,class__regular
prokura,prupruu,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,konstiru,konstruu,class__regular
kanta,kartu,kantu,class__regular
vahe,fefi,vahu,class__regular
merese,meresu,meresu,class__regular
grita,gratu,gritu,class__regular
xove,xOju,xovu,class__regular
kativa,ka$$su,kativu,class__regular
viaja,vaxu,viaju,class__regular
dezeja,def$su,dezeju,class__regular
pula,pulu,pulu,class__regular
akompaNa,$kupan$u,akompaNu,class__regular
dividi,divitu,dividu,class__regular
aguarda,agustru,aguardu,class__regular
zoa,zu,zou,class__regular
xega,xOku,xegu,class__regular
buli,bulu,bulu,class__regular
atende,atendu,atendu,class__regular
pasa,pasu,pasu,class__regular
ajuda,ajuzu,ajudu,class__regular
dansa,dandu,dansu,class__regular
enkontra,enkuntru,enkontru,class__regular
buska,buztu,busku,class__regular
inisia,inizeiu,inisiu,class__regular
enxe,enso,enxu,class__regular
oferese,enfer$u,oferesu,class__regular
adikiri,adi$tu,adikiru,class__regular
bebe,beipu,bebu,class__regular
aprezentar,apretestiu,aprezentu,class__regular
parti,partu,partu,class__regular
parese,peresu,paresu,class__regular
soNa,sO,soNu,class__regular
kaza,k$uu,kazu,class__regular
julga,jubuu,julgu,class__regular
hi,seju,hiu,class__regular
inklui,inkulu,inkluu,class__regular
afliji,xilisu,afliju,class__regular
kontravi,konstisu,kontravu,class__regular
mohe,mof,mohu,class__regular
sumi,sumu,sumu,class__regular
jaze,vaxu,jazu,class__regular
denfende,tenfendu,defendu,class__regular
tende,tentu,tendu,class__regular
sakudi,iskutu,sakudu,class__regular
aprende,apretenu,aprendu,class__regular
kompartiLa,kompraagu,kompartiLu,class__regular
entende,entren,entendu,class__regular
deixa,dexu,deixu,class__regular
deslingua,deskilku,deslinguu,class__regular
lambuza,limpruu,lambuzu,class__regular
akontese,ekontesu,akontesu,class__regular
pensa,persu,pensu,class__regular
fika,fOku,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,ezirtu,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,fisxu,finju,class__regular
axa,afu,axu,class__regular
aviza,avizu,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,$uu,aju,class__regular
asisti,asiri,asistu,class__regular
eduka,edugu,eduku,class__regular
ama,amu,amu,class__regular
akaba,apigu,akabu,class__regular
diskuti,diskudu,diskutu,class__regular
entra,entru,entru,class__regular
garanti,partinu,garantu,class__regular
preukupa,proku,preukupu,class__regular
manda,mandu,mandu,class__regular
partisipa,pren$$tu,partisipu,class__regular
dijeri,difiru,dijiru,class__seguir
persegi,pertidu,persigu,class__seguir
espeli,en$liu,espilu,class__seguir
servi,sessu,sirvu,class__seguir
preveni,pre$isu,previnu,class__seguir
agredi,ag$rtu,agridu,class__seguir
progredi,prodrkuu,progridu,class__seguir
inseri,insru,insiru,class__seguir
kompeti,kompitu,kompitu,class__seguir
diverti,dizidu,divirtu,class__seguir
transgredi,tratr$gisu,transgridu,class__seguir
sujeri,su,sujiru,class__seguir
aderi,atri,adiru,class__seguir
preferi,presitu,prefiru,class__seguir
feri,fEnu,firu,class__seguir
regredi,terdidu,regridu,class__seguir
segi,sigu,sigu,class__seguir
deferi,defiru,defiru,class__seguir
konsegi,konsugu,konsigu,class__seguir
kompeli,kompliu,kompilu,class__seguir
injeri,infiru,injiru,class__seguir
konferi,konfiru,konfiru,class__seguir
vesti,vEstu,vistu,class__seguir
aferi,asisu,afiru,class__seguir
preteri,pretiru,pretiru,class__seguir
konverji,konvis$u,konvirju,class__seguir
hepeti,hepEtu,hepitu,class__seguir
entrete,entretu,entreteNu,class__ter
dete,desku,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,oputu,obiteNu,class__ter
mante,mant,manteNu,class__ter
abiste,abiste,abisteNu,class__ter
hete,hete,heteNu,class__ter
te,teeu,teNu,class__ter
suste,su,susteNu,class__ter
ate,ane,ateNu,class__ter
headekua,hetekiiu,headEkuu,class__testar
komesa,komisu,komEsu,class__testar
adekua,adetiku,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,levu,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,bEku,pEgu,class__testar
kompleta,kompetku,komplEtu,class__testar
infekita,invanku,infEkitu,class__testar
espresa,estresu,esprEsu,class__testar
detesta,despreu,detEstu,class__testar
fexa,fexu,fExu,class__testar
konversa,konfirsu,konvErsu,class__testar
obiserva,$ko$fassu,obisErvu,class__testar
protesta,promtEsu,protEstu,class__testar
espera,espriu,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entrEgu,entrEgu,class__testar
manifesta,imasize,manifEstu,class__testar
empresta,menpErzu,emprEstu,class__testar
preve,prevu,preveju,class__ver
interve,intreveju,interveju,class__ver
anteve,anenvu,anteveju,class__ver
entreve,entrevezu,entreveju,class__ver
ve,vexu,veju,class__ver
heve,heveju,heveju,class__ver
dezavi,dizavu,dezaveNu,class__vir
sobrevi,sobrevu,sobreveNu,class__vir
obivi,oubu,obiveNu,class__vir
hevi,heviju,heveNu,class__vir
vi,zuu,veNu,class__vir
adivi,adiju,adiveNu,class__vir
deskonvi,deskusdu,deskonveNu,class__vir
avi,avu,aveNu,class__vir
hekonvi,heso,hekonveNu,class__vir
konvi,konvu,konveNu,class__vir
provi,provu,proveNu,class__vir
