expelir,#espeli#,expilo,#espilu#
expelir,#espeli#,expilo,#espilu#
vestir,#vesti#,visto,#vistu#
inserir,#inseri#,insiro,#insiru#
agredir,#agredi#,agrido,#agridu#
ferir,#feri#,firo,#firu#
prevenir,#preveni#,previno,#previnu#
preferir,#preferi#,prefiro,#prefiru#
competir,#kompeti#,compito,#kompitu#
servir,#servi#,sirvo,#sirvu#
expelir,#espeli#,expilo,#espilu#
vestir,#vesti#,visto,#vistu#
inserir,#inseri#,insiro,#insiru#
agredir,#agredi#,agrido,#agridu#
ferir,#feri#,firo,#firu#
prevenir,#preveni#,previno,#previnu#
preferir,#preferi#,prefiro,#prefiru#
competir,#kompeti#,compito,#kompitu#
servir,#servi#,sirvo,#sirvu#
conferir,#konferi#,confiro,#konfiru#
sugerir,#sujeri#,sujiro,#sujiru#
regredir,#regredi#,regrido,#regridu#
seguir,#segir#,sigo,#sigu#
divertir,#diverti#,divirto,#divirtu#
transgredir,#transgredi#,transgrido,#transgridu#
digerir,#dijeri#,digiro,#dijiru#
progredir,#progredi#,progrido,#progridu#
prever,#preve#,prevejo,#preveju#
antever,#anteve#,antevejo,#anteveju#
interver,#interver#,intervejo,#interveju#
rever,#heve#,revejo,#heveju#
entrever,#entreve#,entrevejo,#entreveju#
ver,#ve#,vejo,#veju#
antever,#anteve#,antevejo,#anteveju#
interver,#interver#,intervejo,#interveju#
rever,#heve#,revejo,#heveju#
prever,#preve#,prevejo,#preveju#
antever,#anteve#,antevejo,#anteveju#
interver,#interver#,intervejo,#interveju#
rever,#heve#,revejo,#heveju#
entrever,#entreve#,entrevejo,#entreveju#
ver,#ve#,vejo,#veju#
ver,#ve#,vejo,#veju#
antever,#anteve#,antevejo,#anteveju#
interver,#interver#,intervejo,#interveju#
rever,#heve#,revejo,#heveju#
entrever,#entreve#,entrevejo,#entreveju#
ver,#ve#,vejo,#veju#
prever,#preve#,prevejo,#preveju#
antever,#anteve#,antevejo,#anteveju#
interver,#interver#,intervejo,#interveju#
rever,#heve#,revejo,#heveju#
entrever,#entreve#,entrevejo,#entreveju#
ver,#ve#,vejo,#veju#
entreter,#entrete#,entretenho,#entreteniu#
entreter,#entrete#,entretenho,#entreteniu#
obter,#obite#,obtenho,#obiteniu#
sobrevir,#sobrevi#,sobrevenho,#sobreveniu#
conter,#konte#,contenho,#konteniu#
obvir,#obivi#,obvenho,#obiveniu#
ater,#ate#,atenho,#ateniu#
deter,#dete#,detenho,#deteniu#
reter,#hete#,retenho,#heteniu#
manter,#mante#,matenho,#manteniu#
entreter,#entrete#,entretenho,#entreteniu#
obter,#obite#,obtenho,#obiteniu#
sobrevir,#sobrevi#,sobrevenho,#sobreveniu#
sobrevir,#sobrevi#,sobrevenho,#sobreveniu#
conter,#konte#,contenho,#konteniu#
obvir,#obivi#,obvenho,#obiveniu#
ater,#ate#,atenho,#ateniu#
deter,#dete#,detenho,#deteniu#
reter,#hete#,retenho,#heteniu#
manter,#mante#,matenho,#manteniu#
ter,#te#,tenho,#teniu#
suster,#suste#,sustenho,#susteniu#
abster,#abiste#,abstenho,#abisteniu#
reter,#hete#,retenho,#heteniu#
manter,#mante#,matenho,#manteniu#
ter,#te#,tenho,#teniu#
manter,#mante#,matenho,#manteniu#
ter,#te#,tenho,#teniu#
obvir,#obivi#,obvenho,#obiveniu#
reconvir,#hekonvi#,reconvenho,#hekonveniu#
vir,#vi#,venho,#veniu#
advir,#adivi#,advenho,#adiveniu#
desconvir,#deskonvi#,deconvenho,#deskonveniu#
avir,#avi#,avenho,#aveniu#
provir,#provi#,provenho,#proveniu#
revir,#hevi#,revenho,#heveniu#
convir,#konvi#,convenho,#konveniu#
obvir,#obivi#,obvenho,#obiveniu#
reconvir,#hekonvi#,reconvenho,#hekonveniu#
vir,#vi#,venho,#veniu#
advir,#adivi#,advenho,#adiveniu#
desconvir,#deskonvi#,deconvenho,#deskonveniu#
avir,#avi#,avenho,#aveniu#
provir,#provi#,provenho,#proveniu#
revir,#hevi#,revenho,#heveniu#
convir,#konvi#,convenho,#konveniu#
obvir,#obivi#,obvenho,#obiveniu#
reconvir,#hekonvi#,reconvenho,#hekonveniu#
vir,#vi#,venho,#veniu#
advir,#adivi#,advenho,#adiveniu#
desconvir,#deskonvi#,deconvenho,#deskonveniu#
avir,#avi#,avenho,#aveniu#
desavir,#dezavi#,desavenho,#dezaveniu#
provir,#provi#,provenho,#proveniu#
colocar,#koloka#,coloco,#kolOku#
informar,#informa#,informo,#infOrmu#
tornar,#torna#,torno,#tOrnu#
boiar,#boia#,boio,#bOiu#
botar,#bota#,boto,#bOtu#
botar,#bota#,boto,#bOtu#
tocar,#toka#,toco,#tOku#
focar,#foka#,foco,#fOku#
mostrar,#mostra#,mostro,#mOstru#
chorar,#xora#,choro,#xOru#
colocar,#koloka#,coloco,#kolOku#
informar,#informa#,informo,#infOrmu#
tornar,#torna#,torno,#tOrnu#
boiar,#boia#,boio,#bOiu#
botar,#bota#,boto,#bOtu#
tocar,#toka#,toco,#tOku#
focar,#foka#,foco,#fOku#
mostrar,#mostra#,mostro,#mOstru#
chorar,#xora#,choro,#xOru#
notar,#nota#,noto,#nOtu#
tostar,#tostar#,tosto,#tOstu#
trocar,#troka#,troco,#trOku#
robocar,#heboka#,reboco,#hebOku#
socar,#soka#,soco,#sOku#
cocar,#kosa#,coco,#kOsu#
tomar,#toma#,tomo,#tOmu#
recortar,#hekorta#,#recorto,#hekOrtu#
impedir,#impedi#,impeco,#impEsu#
pedir,#pedi#,peco,#pEsu#
desimpedir,#dezimpedi#,desimpeco,#dezimpEsu#
despedir,#despedi#,despeco,#despEsu#
medir,#medi#,meco,#mEsu#
expedir,#espedi#,expeco,#espEsu#
desmedir,#desmedi#,desmeco,#desmEsu#
impedir,#impedi#,impeco,#impEsu#
pedir,#pedi#,peco,#pEsu#
desimpedir,#dezimpedi#,desimpeco,#dezimpEsu#
pedir,#pedi#,peco,#pEsu#
desimpedir,#dezimpedi#,desimpeco,#dezimpEsu#
despedir,#despedi#,despeco,#despEsu#
medir,#medi#,meco,#mEsu#
expedir,#espedi#,expeco,#espEsu#
desmedir,#desmedi#,desmeco,#desmEsu#
impedir,#impedi#,impeco,#impEsu#
pedir,#pedi#,peco,#pEsu#
desimpedir,#dezimpedi#,desimpeco,#dezimpEsu#
despedir,#despedi#,despeco,#despEsu#
medir,#medi#,meco,#mEsu#
expedir,#espedi#,expeco,#espEsu#
desmedir,#desmedi#,desmeco,#desmEsu#
despedir,#despedi#,despeco,#despEsu#
medir,#medi#,meco,#mEsu#
desmedir,#desmedi#,desmeco,#desmEsu#
entregar,#entrega#,entrego,#entrEgu#
comecar,#komesa#,comeco,#komEsu#
readequar,#headekua#,readequo,#headEkuu#
completar,#kompleta#,completo,#komplEtu#
protestar,#protesta#,protesto,#protEstu#
esperar,#espera#,espero,#espEru#
adequar,#adekua#,adequo,#adEkuu#
infectar,#infekita#,infecto,#infEkitu#
emprestar,#empresta#,empresto,#emprEstu#
detestar,#detestar#,detesto,#detEstu#
protestar,#protesta#,protesto,#protEstu#
esperar,#espera#,espero,#espEru#
adequar,#adekua#,adequo,#adEkuu#
manifestar,#manifesta#,manifesto,#manifEstu#
infectar,#infekita#,infecto,#infEkitu#
emprestar,#empresta#,empresto,#emprEstu#
detestar,#detestar#,detesto,#detEstu#
emprestar,#empresta#,empresto,#emprEstu#
detestar,#detestar#,detesto,#detEstu#
protestar,#protesta#,protesto,#protEstu#
esperar,#espera#,espero,#espEru#
adequar,#adekua#,adequo,#adEkuu#
manifestar,#manifesta#,manifesto,#manifEstu#
infectar,#infekita#,infecto,#infEkitu#
emprestar,#empresta#,empresto,#emprEstu#
detestar,#detestar#,detesto,#detEstu#
ressentir,#hesenti#,ressento,#hesintu#
persentir,#persenti#,persento,#persintu#
desmentir,#desmenti#,desminto,#desmintu#
pressentir,#presenti#,pressinto,#presintu#
assentir,#asenti#,assinto,#asintu#
mentir,#menti#,minto,#mintu#
sentir,#senti#,sinto,#sintu#
consentir,#konsenti#,consinto,#konsintu#
ressentir,#hesenti#,ressento,#hesintu#
ressentir,#hesenti#,ressento,#hesintu#
persentir,#persenti#,persento,#persintu#
desmentir,#desmenti#,desminto,#desmintu#
pressentir,#presenti#,pressinto,#presintu#
assentir,#asenti#,assinto,#asintu#
mentir,#menti#,minto,#mintu#
sentir,#senti#,sinto,#sintu#
consentir,#konsenti#,consinto,#konsintu#
ressentir,#hesenti#,ressento,#hesintu#
desmentir,#desmenti#,desminto,#desmintu#
pressentir,#presenti#,pressinto,#presintu#
assentir,#asenti#,assinto,#asintu#
mentir,#menti#,minto,#mintu#
sentir,#senti#,sinto,#sintu#
consentir,#konsenti#,consinto,#konsintu#
sentir,#senti#,sinto,#sintu#
consentir,#konsenti#,consinto,#konsintu#
contrapor,#kontrapo#,contraponho,#kontraponiu#
dispor,#dispo#,disponho,#disponiu#
transpor,#transpo#,transponho,#transponiu#
redispor,#hedispo#,redisponho,#hedisponiu#
expor,#espo#,exponho,#esponiu#
despor,#despo#,desponho,#desponiu#
depor,#depo#,deponho,#deponiu#
superpor,#superpo#,superponho,#superponiu#
pospor,#pospo#,posponho,#posponiu#
antepor,#antepo#,anteponho,#anteponiu#
dispor,#dispo#,disponho,#disponiu#
transpor,#transpo#,transponho,#transponiu#
redispor,#hedispo#,redisponho,#hedisponiu#
expor,#espo#,exponho,#esponiu#
despor,#despo#,desponho,#desponiu#
depor,#depo#,deponho,#deponiu#
superpor,#superpo#,superponho,#superponiu#
pospor,#pospo#,posponho,#posponiu#
antepor,#antepo#,anteponho,#anteponiu#
trespor,#trespo#,tresponho,#tresponiu#
interpor,#interpo#,interponho,#interponiu#
decompor,#dekompo#,decomponho,#dekomponiu#
impor,#impo#,imponho,#imponiu#
justapor,#justapo#,justaponho,#justaponiu#
descompor,#deskompo#,descomponho,#deskomponiu#
propor,#propo#,proponho,#proponiu#
descrer,#deskre#,descreio,#deskreiu#
reler,#hele#,releio,#heleiu#
ler,#le#,leio,#leiu#
crer,#kre#,creio,#kreiu#
tresler,#tresle#,tresleio,#treleiu#
descrer,#deskre#,descreio,#deskreiu#
reler,#hele#,releio,#heleiu#
ler,#le#,leio,#leiu#
crer,#kre#,creio,#kreiu#
descrer,#deskre#,descreio,#deskreiu#
reler,#hele#,releio,#heleiu#
ler,#le#,leio,#leiu#
crer,#kre#,creio,#kreiu#
tresler,#tresle#,tresleio,#treleiu#
descrer,#deskre#,descreio,#deskreiu#
reler,#hele#,releio,#heleiu#
ler,#le#,leio,#leiu#
crer,#kre#,creio,#kreiu#
descrer,#deskre#,descreio,#deskreiu#
reler,#hele#,releio,#heleiu#
ler,#le#,leio,#leiu#
crer,#kre#,creio,#kreiu#
tresler,#tresle#,tresleio,#treleiu#
ler,#le#,leio,#leiu#
crer,#kre#,creio,#kreiu#
tresler,#tresle#,tresleio,#treleiu#
descobrir,#deskobri#,descubro,#deskubru#
recobrir,#hekobri#,recubro,#hekubru#
engolir,#engoli#,engulo,#engulu#
encobrir,#enkobri#,encubro,#enkubru#
sortir,#sorti#,surto,#surtu#
descobrir,#deskobri#,descubro,#deskubru#
engolir,#engoli#,engulo,#engulu#
encobrir,#enkobri#,encubro,#enkubru#
sortir,#sorti#,surto,#surtu#
descobrir,#deskobri#,descubro,#deskubru#
recobrir,#hekobri#,recubro,#hekubru#
engolir,#engoli#,engulo,#engulu#
encobrir,#enkobri#,encubro,#enkubru#
sortir,#sorti#,surto,#surtu#
descobrir,#deskobri#,descubro,#deskubru#
engolir,#engoli#,engulo,#engulu#
encobrir,#enkobri#,encubro,#enkubru#
sortir,#sorti#,surto,#surtu#
descobrir,#deskobri#,descubro,#deskubru#
recobrir,#hekobri#,recubro,#hekubru#
engolir,#engoli#,engulo,#engulu#
encobrir,#enkobri#,encubro,#enkubru#
sortir,#sorti#,surto,#surtu#
engolir,#engoli#,engulo,#engulu#
encobrir,#enkobri#,encubro,#enkubru#
sortir,#sorti#,surto,#surtu#
perfazer,#perfaze#,perfaco,#perfasu#
transfazer,#transfaze#,transfaco,#transfasu#
insatisfazer,#insatisfaze#,insatisfaco,#insatisfasu#
liquefazer,#likefaze#,liquefaco,#likefasu#
benfazer,#benfaze#,benfaco,#benfasu#
satisfazer,#satisfaze#,satisfaco,#satisfasu#
putrefazer,#putrefaze#,putrefaco,#putrefasu#
contrafazer,#kontrafaze#,contrafaco,#kontrafasu#
torrefazer,#tohefaze#,torrefaco,#torrefasu#
rarefazer,#harefaze#,rarefaco,#harefasu#
esfazer,#esfaze#,esfaco,#esfasu#
desprazer,#despraze#,despraco,#desprasu#
fazer,#faze#,faco,#fasu#
benfazer,#benfaze#,benfaco,#benfasu#
satisfazer,#satisfaze#,satisfaco,#satisfasu#
putrefazer,#putrefaze#,putrefaco,#putrefasu#
contrafazer,#kontrafaze#,contrafaco,#kontrafasu#
torrefazer,#tohefaze#,torrefaco,#torrefasu#
rarefazer,#harefaze#,rarefaco,#harefasu#
esfazer,#esfaze#,esfaco,#esfasu#
desprazer,#despraze#,despraco,#desprasu#
fazer,#faze#,faco,#fasu#
adjazer,#adijaze#,adjaco,#adijasu#
rarefazer,#harefaze#,rarefaco,#harefasu#
perfazer,#perfaze#,perfaco,#perfasu#
transfazer,#transfaze#,transfaco,#transfasu#
ansiar,#ansia#,anseio,#anseiu#
odiar,#odia#,odeio,#odeiu#
pleitear,#pleitea#,pleiteio,#pleiteiu#
incendiar,#insendia#,incenceio,#insendeiu#
sortear,#sortea#,sorteio,#sorteiu#
intermediar,#intermedia#,intermedeio,#intermedeiu#
mediar,#media#,medeio,#medeiu#
ansiar,#ansia#,anseio,#anseiu#
odiar,#odia#,odeio,#odeiu#
ansiar,#ansia#,anseio,#anseiu#
odiar,#odia#,odeio,#odeiu#
pleitear,#pleitea#,pleiteio,#pleiteiu#
incendiar,#insendia#,incenceio,#insendeiu#
sortear,#sortea#,sorteio,#sorteiu#
intermediar,#intermedia#,intermedeio,#intermedeiu#
mediar,#media#,medeio,#medeiu#
ansiar,#ansia#,anseio,#anseiu#
odiar,#odia#,odeio,#odeiu#
pleitear,#pleitea#,pleiteio,#pleiteiu#
incendiar,#insendia#,incenceio,#insendeiu#
sortear,#sortea#,sorteio,#sorteiu#
remediar,#hemedia#,remedeio,#hemedeiu#
intermediar,#intermedia#,intermedeio,#intermedeiu#
mediar,#media#,medeio,#medeiu#
intermediar,#intermedia#,intermedeio,#intermedeiu#
mediar,#media#,medeio,#medeiu#
dizer,#dize#,digo,#digu#
redizer,#hedize#,redigo,#hedigu#
desdizer,#desdize#,desdigo,#desdigu#
condizer,#kondize#,condigo,#kondigu#
entredizer,#entredize#,entregido,#entredigu#
dizer,#dize#,digo,#digu#
redizer,#hedize#,redigo,#hedigu#
desdizer,#desdize#,desdigo,#desdigu#
condizer,#kondize#,condigo,#kondigu#
dizer,#dize#,digo,#digu#
redizer,#hedize#,redigo,#hedigu#
desdizer,#desdize#,desdigo,#desdigu#
condizer,#kondize#,condigo,#kondigu#
entredizer,#entredize#,entregido,#entredigu#
dizer,#dize#,digo,#digu#
redizer,#hedize#,redigo,#hedigu#
desdizer,#desdize#,desdigo,#desdigu#
condizer,#kondize#,condigo,#kondigu#
entredizer,#entredize#,entregido,#entredigu#
contradizer,#kontradize#,contradigo,#kontradigu#
interdizer,#interdize#,interdigo,#interdigu#
dizer,#dize#,digo,#digu#
redizer,#hedize#,redigo,#hedigu#
desdizer,#desdize#,desdigo,#desdigu#
condizer,#kondize#,condigo,#kondigu#
entredizer,#entredize#,entregido,#entredigu#
contradizer,#kontradize#,contradigo,#kontradigu#
excluir,#esklui#,excluo,#eskluu#
aproveitar,#aproveita#,aproveito,#aproveitu#
imaginar,#imajina#,imagino,#imajinu#
acabar,#akaba#,acabo,#akabu#
merecer,#merese#,mereso,#meresu#
viajar,#viaja#,viajo,#viaju#
conjugar,#konjuga#,conjugo,#konjugu#
plantar,#planta#,planto,#plantu#
enviar,#envia#,envio,#enviu#
crescer,#krese#,cresso,#kresu#
andar,#anda#,ando,#andu#
lambuzar,#lambuza#,lambuzo,#lambuzu#
estudar,#estuda#,estudo,#istudu#
continuar,#kontinua#,continuo,#kontinuu#
aguardar,#aguarda#,aguardo,#aguardu#
ligar,#liga#,ligo,#ligu#
chover,#xove#,chovo,#xovu#
gritar,#grita#,grito,#gritu#
exercer,#ezerse#,exerco,#ezersu#
agir,#aji#,ajo,#aju#
falar,#fala#,falo,#falu#
levantar,#levanta#,levanto,#levantu#
ficar,#fika#,fico,#fiku#
deixar,#deixa#,deixo,#deixu#
julgar,#julga#,julgo,#julgu#
possuir,#posui#,possuo,#posuu#
voar,#voa#,voo,#vou#
nadar,#nada#,nado,#nadu#
parar,#para#,paro,#paru#
comer,#kome#,como,#komu#
permanecer,#permanese#,permaneco,#permanesu#
participar,#partisipa#,participo,#partisipu#
cativar,#kativa#,cativo,#kativu#
agradecer,#agradese#,agradeco,#agradesu#
pular,#pula#,pulo,#pulu#
acompanhar,#akompania#,acompanho,#akompaniu#
dividir,#dividi#,divido,#dividu#
chegar,#xega#,chego,#xegu#
desejar,#dezeja#,desejo,#dezeju#
deslinguar,#deslingua#,deslinguo,#deslinguu#
casar,#kazar#,caso,#kazu#
zoar,#zoa#,zoo,#zou#
acontecer,#akonteser#,aconteco,#akontesu#
conhecer,#konieser#,conheco,#koniesu#
correr,#kohe#,corro,#kohu#
compreender,#kompreende#,compreendo,#kompreendu#
vender,#vende#,vendo,#vendu#
ensinar,#ensina#,ensino,#ensinu#
realizar,#healiza#,realizo,#healisu#
mudar,#muda#,mudo,#mudu#
permitir,#permiti#,permito,#permitu#
sofrer,#sofre#,sofro,#sofru#
atribuir,#atribui#,atribuo,#atribuu#
convidar,#konvida#,convido,#konvidu#
erigir,#eriji#,erijo,#eriju#
analisar,#analiza#,analizo,#analisu#
ocorrer,#okohe#,ocorro,#okohu#
dissolver,#disouve#,dissolvo,#disouvu#
comprazer,#kompraze#,comprazo,#komprazu#
mexer,#mexe#,mexo,#mexu#
precisar,#presiza#,preciso,#presizu#
corrigir,#kohijir#,corrijo,#kohiju#
respeitar,#hespeita#,respeito,#hespeitu#
lavar,#lava#,lavo,#lavu#
varrer,#vahe#,varro,#vahu#
beijar,#beija#,beijo,#beiju#
educar,#eduka#,educo,#eduku#
descer,#dese#,desco,#desu#
dirigir,#diriji#,dirijo,#diriju#
comprar,#kompra#,compro,#kompru#
achar,#axa#,acho,#axu#
fingir,#finji#,finjo,#finju#
contar,#konta#,conto,#kontu#
pensar,#pensa#,penso,#pensu#
existir,#ezisti#,existo,#ezistu#
sacudir,#sakudi#,sacudo,#sakudu#
trabalhar,#trabalia#,trabalho,#trabaliu#
assistir,#asisti#,assisto,#asistu#
submeter,#subimete#,submeto,#subimetu#
atender,#atende#,atendo,#atendu#
cantar,#kanta#,canto,#kantu#
surgir,#surji#,surjo,#surju#
procurar,#prokura#,procuro,#prokuru#
frigir,#friji#,frijo,#friju#
caminhar,#kaminia#,caminho,#kaminiu#
marcar,#marka#,marco,#marku#
esquecer,#eskese#,esqueco,#eskesu#
tentar,#tenta#,tento,#tentu#
decidir,#desidi#,decido,#desidu#
desistir,#dezisti#,desisto,#dezistu#
lembrar,#lembra#,lembro,#lembru#
aparecer,#aparese#,apareco,#aparesu#
brincar,#brinka#,brinco,#brinku#
usar,#uza#,uso,#uzu#
envolver,#envouve#,envolvo,#envouvu#
omitir,#omitir#,omito,#omitu#
dever,#deve#,devo,#devu#
romper,#hompe#,rompo,#hompu#
ceder,#sede#,cedo,#sedu#
buscar,#buska#,busco,#busku#
escrever,#eskreve#,escrevo,#eskrevu#
encaminhar,#enkaminiar#,encaminho,#enkaminiu#
cumprir,#kumpri#,cumpro,#kumpru#
amar,#ama#,amo,#amu#
ajudar,#ajuda#,ajudo,#ajudu#
discutir,#diskuti#,discuto,#diskutu#
entrar,#entra#,entro,#entru#
parecer,#parese#,pareco,#paresu#
partir,#parti#,parto,#partu#
apresentar,#aprezentar#,apresento,#aprezentu#
beber,#bebe#,bebo,#bebu#
adquirir,#adikiri#,adquiro,#adikiru#
oferecer,#oferese#,ofereco,#oferesu#
encher,#enxe#,encho,#enxu#
passar,#pasa#,passo,#pasu#
iniciar,#inisia#,inicio,#inisiu#
dancar,#dansa#,danco,#dansu#
encontrar,#enkontra#,encontro,#enkontru#
sonhar,#soniar#,sonho,#soniu#
compartilhar,#kompartilia#,compartilho,#kompartiliu#
aprender,#aprende#,aprendo,#aprendu#
avisar,#aviza#,aviso,#avizu#
entender,#entende#,entendo,#entendu#
mandar,#manda#,mando,#mandu#
preocupar,#preukupa#,preocupo,#preukupu#
garantir,#garanti#,garanto,#garantu#
sentar,#senta#,sento,#sentu#
chamar,#xama#,chamo,#xamu#
murchar,#murxa#,murcho,#murxu#
rir,#hi#,rio,#hiu#
incorrer,#inkohe#,incorro,#inkohu#
mobiliar,#mobiliar#,mobilio,#mobiliu#
bulir,#buli#,bulo,#bulu#
fugir,#fuji#,fujo,#fuju#
advetir,#adiverti#,adverto,#adivertu#
desprover,#desprove#,desprovo,#desprovu#
consumir,#konsumi#,consumo,#konsumu#
distrair,#distrai#,distraio,#distraiu#
acudir,#akudi#,acudo,#akudu#
subir,#subi#,subo,#subu#
eleger,#eleje#,elejo,#eleju#
construir,#konstrui#,contruo,#konstruu#
tender,#tende#,tendo,#tendu#
defender,#denfende#,defendo,#defendu#
jazer,#jaze#,jazo,#jazu#
sumir,#sumi#,sumo,#sumu#
morrer,#mohe#,morro,#mohu#
contravir,#kontravi#,contravo,#kontravu#
afligir,#afliji#,aflijo,#afliju#
incluir,#inklui#,incluo,#inkluu#
transfugir,#transfuji#,transfujo,#transfuju#
emergir,#emerji#,emerjo,#emerju#
redar,#heda#,redo,#hedu#
despolir,#despoli#,despolo,#despolu#
desaguar,#dezagua#,desaguo,#dezaguu#
remedir,#hemedi#,remedo,#hemedu#
influir,#influi#,influo,#influu#
salvar,#sauva#,salvo,#sauvu#
prender,#prende#,prendo,#prendu#
expulsar,#espulsa#,expulso,#espulsu#
revolver,#hevolve#,revolvo,#hevolvu#
enxugar,#enxuga#,enxugo,#enxugu#
escapulir,#eskapuli#,escapulo,#eskapulu#
convencer,#konvense#,convenco,#konvensu#
retrair,#hetrai#,retraio,#hetraiu#
moer,#moe#,moo,#mou#
abrir,#abri#,abro,#abru#
concluir,#konklui#,concluo,#konkluu#
atingir,#atinji#,atinjo,#atinju#
ocultar,#okulta#,oculto,#okultu#
isentar,#izenta#,isento,#izentu#
limpar,#limpa#,limpo,#limpu#
exprimir,#esprimi#,exprimo,#esprimu#
fartar,#fartar#,farto,#fartu#
trair,#trai#,traio,#traiu#
minguar,#mingua#,minguo,#minguu#
desmobiliar,#desmobilia#,desmobilio,#desmobiliu#
sorrir,#sohi#,sorrio,#sohiu#
perverter,#perverte#,perverto,#pervertu#
precluir,#preklui#,precluo,#prekluu#
contrair,#kontrai#,contraio,#kontraiu#
extinguir,#estingi#,extingo,#estingu#
desprecaver,#desprekave#,desprecavo,#desprekavu#
telever,#televe#,televo,#televu#
entupir,#entupi#,entupo,#entupu#
descalcar,#deskalsa#,descalco,#deskalsu#
gastar,#gasta#,gasto,#gastu#
findar,#finda#,findo,#findu#
cuspir,#kuspi#,cuspo,#kuspu#
pretender,#pretende#,pretendo,#pretendu#
dormir,#dormi#,durmo,#durmu#
destruir,#destrui#,destruo,#destruu#
esvair,#esvai#,esvaio,#esvaiu#
suspender,#suspende#,suspendo,#suspendu#
cair,#kai#,caio,#kaiu#
imprimir,#imprimi#,imprimo,#imprimu#
imergir,#imerji#,imerjo,#imerju#
submergir,#subimerji#,submerjo,#subimerju#
benzer,#benze#,benzo,#benzu#
ganhar,#gania#,ganho,#ganiu#
aceitar,#aseita#,aceito,#aseitu#
confugir,#konfuji#,confujo,#konfuju#
segurar,#segura#,seguro,#seguru#
juntar,#junta#,junto,#juntu#
acender,#asende#,acendo,#asendu#
corromper,#kohompe#,corrompo,#kohompu#
atrair,#atrai#,atraio,#atraiu#
cultivar,#kultiva#,cultivo,#kultivu#
escutar,#eskuta#,escuto,#eskutu#
